,trajectory_id,start_time,end_time,v_ave,v_med,v_max,v_std,a_ave,a_med,a_max,a_std,labels
0,20080213135647,2008-02-13T13:56:47.000000000,2008-02-13T14:37:35.000000000,5.42763338115,4.61126464135,42.6701488389,4.70214635906,-0.146271952414,-0.00768475837171,3.75230013919,1.24811528496,
1,20080216132817,2008-02-16T13:28:17.000000000,2008-02-16T17:36:04.000000000,1.99595365591,1.3246481988,30.3024411312,2.83115771516,-0.031149349836,-0.00136084829224,3.7351795005,0.484844570053,
2,20080220063855,2008-02-20T06:38:55.000000000,2008-02-20T13:07:07.000000000,7.25830461779,4.84484296344,37.2558641091,6.94535298073,0.00103451408112,0.00343256893538,6.6243814228,1.09772562064,
3,20080221065341,2008-02-21T06:53:41.000000000,2008-02-21T07:14:26.000000000,7.67731992123,7.53534365256,18.7805859254,3.85699183152,-0.0667009319851,-0.0448990767926,4.29601786015,0.934817252299,
4,20080226064917,2008-02-26T06:49:17.000000000,2008-02-26T07:42:17.000000000,4.02570555583,2.85381147096,16.995216239,3.23246125463,-0.0453751986557,0.00434855915203,1.19850794206,0.502677705263,
5,20080227065037,2008-02-27T06:50:37.000000000,2008-02-27T07:08:48.000000000,1.72187900469,1.7438956568,4.10265335359,0.98355865902,-0.00360516790641,-0.0115399119016,0.735539702309,0.234355414354,
6,20080227170919,2008-02-27T17:09:19.000000000,2008-02-27T20:27:51.000000000,7.81436357774,4.24499168911,45.6129414377,8.65928222627,0.00153821475093,-0.00199688772565,11.5955125286,2.19783710729,
7,20080228065333,2008-02-28T06:53:33.000000000,2008-02-28T07:23:14.000000000,8.11925237275,2.94029732829,47.8609690179,10.9719966989,0.0715094192551,0.00432455101017,9.34624005905,1.86182503914,
8,20080228205345,2008-02-28T20:53:45.000000000,2008-02-28T22:14:37.000000000,12.2658313675,6.63721363059,145.608193048,22.4352850391,0.943296150792,-0.0219286604365,41.9953543394,6.65151711484,
9,20080229141831,2008-02-29T14:18:31.000000000,2008-03-01T01:08:25.000000000,6.25788949178,3.22074029549,47.0933925066,9.53451730919,-0.0718685764977,-0.000264204055966,5.06622143896,0.79237440931,
10,20080303065651,2008-03-03T06:56:51.000000000,2008-03-03T07:17:21.000000000,2.15177975329,1.03650924751,10.0292556023,2.83221064845,0.542930473292,0.000162582021076,8.67132803995,2.612693625,
11,20080303164706,2008-03-03T16:47:06.000000000,2008-03-03T17:37:49.000000000,5.09884845324,3.0995038066,38.6937621324,6.2765984313,0.0294630144439,-0.000987271272793,9.31532529518,1.54224274362,
12,20080306065110,2008-03-06T06:51:10.000000000,2008-03-06T07:29:19.000000000,1.75198768488,1.920791294,3.0271659611,0.655197518011,0.0938483411963,-0.00035549808216,0.568910007801,0.211544530256,
13,20080315152005,2008-03-15T15:20:05.000000000,2008-03-15T15:59:33.000000000,3.51564174254,2.49392311082,11.6927368864,2.90710123463,-0.087119677615,-0.0524546510934,2.78892356812,0.898837446173,
14,20080316001406,2008-03-16T00:14:06.000000000,2008-03-16T05:55:36.000000000,2.55185010596,0.971955092994,44.6031067016,4.9676178464,-0.0526426298911,-0.000467475497182,5.06658452596,0.56191257295,
15,20080501001738,2008-05-01T00:17:38.000000000,2008-05-01T03:27:03.000000000,3.85079482386,2.54863271669,31.6229530848,4.00027261985,0.0209126009483,-0.00611852878104,9.25279499912,0.623655637184,"walk,bus"
16,20080502082827,2008-05-02T08:28:27.000000000,2008-05-02T13:44:04.000000000,1.5987071231,0.462125720867,30.6208109399,3.13898289312,0.00103629173601,-0.00263279391196,5.7665223832,0.336488150772,"walk,bus,,taxi"
17,20080503001814,2008-05-03T00:18:14.000000000,2008-05-03T03:04:44.000000000,1.12703216174,0.726112461067,41.9032854737,1.91554771465,0.00449503780623,-0.00238180139877,5.57886223457,0.434416980338,
18,20080505225030,2008-05-05T22:50:30.000000000,2008-05-05T23:58:35.000000000,2.50853392896,1.22063985539,21.2726706939,3.40701828411,0.0131271614898,-0.00165212036379,5.27486936249,0.477029530798,
19,20080506090331,2008-05-06T09:03:31.000000000,2008-05-06T11:40:46.000000000,2.19826062852,1.24232432877,48.4393180065,3.32816680742,-0.00517319178211,-0.00253122501143,8.31028009935,0.579661535129,
20,20080507013733,2008-05-07T01:37:33.000000000,2008-05-07T04:39:58.000000000,2.15322263391,0.912913344313,15.5856461429,2.97681465154,0.010854840726,-0.00057101270449,3.01843583242,0.321302175875,
21,20080510025155,2008-05-10T02:51:55.000000000,2008-05-10T04:36:10.000000000,1.88609400129,1.29371870266,16.9575552878,2.46559699879,0.00611900326834,-0.00641359822686,1.55361635205,0.247625675978,
22,20080511225957,2008-05-11T22:59:57.000000000,2008-05-12T00:12:52.000000000,2.14749255132,1.37248985914,26.2532476073,2.76598530295,0.00899987532786,-0.000555611263593,3.43785462342,0.42140869512,
23,20080512225009,2008-05-12T22:50:09.000000000,2008-05-13T00:00:24.000000000,2.41320529652,1.00367769311,20.6798868251,3.27688116716,0.009463719135,-0.000431294875257,2.89080811632,0.41823579758,
24,20080513074506,2008-05-13T07:45:06.000000000,2008-05-13T08:15:06.000000000,4.06713430929,1.9667829379,18.4667201437,4.43890107552,0.0178056127694,0.00941914892563,3.50175045662,0.480290362157,
25,20080514223658,2008-05-14T22:36:58.000000000,2008-05-14T23:04:08.000000000,3.72389869101,1.35928574347,20.9117051687,5.11932307379,0.00526940021204,0.00514894985307,3.8474449667,0.427899832316,
26,20080515073736,2008-05-15T07:37:36.000000000,2008-05-15T08:29:28.000000000,3.43885809448,1.53462334872,67.4179359331,5.03801812469,0.00853228522955,-0.0037354405669,4.47539338874,0.562843563385,
27,20080515225636,2008-05-15T22:56:36.000000000,2008-05-15T23:30:00.000000000,4.41315312755,2.6550896854,27.0057289418,4.41207959797,-0.0150621341577,-0.00961321764305,10.7270210641,1.19907293166,"bus,walk"
28,20080516132429,2008-05-16T13:24:29.000000000,2008-05-16T14:26:43.000000000,3.39638902496,0.620316045772,40.2812000519,5.11247806157,-0.0251224703929,0.0,3.11411320036,0.72293864072,"walk,bus"
29,20080517034735,2008-05-17T03:47:35.000000000,2008-05-17T12:03:50.000000000,2.84355428798,1.25804317497,217.270841018,4.69747169313,-0.0274449431136,-0.00393754427207,21.8270962117,1.56959811226,"walk,bus,taxi"
30,20080518225424,2008-05-18T22:54:24.000000000,2008-05-19T04:36:53.000000000,4.21577437732,2.05627262171,72.3411002931,4.98552492339,-0.0256254974074,-3.03529710047e-10,16.1896583045,1.27556642109,"bus,walk,"
31,20080519225536,2008-05-19T22:55:36.000000000,2008-05-19T23:35:10.000000000,4.09081590516,1.8683963657,45.0257074678,4.87577286496,-0.0160063108458,-3.07562264545e-09,16.6025845384,1.3076323292,"bus,walk"
32,20080520095435,2008-05-20T09:54:35.000000000,2008-05-20T10:38:27.000000000,4.34274975771,2.22321101434,36.0211532597,4.85189128616,-0.0115515266771,4.43211245482e-10,13.6690700478,1.56383055904,"walk,bus"
33,20080520230306,2008-05-20T23:03:06.000000000,2008-05-21T03:36:52.000000000,1.19114001644,0.210178033623,25.2612472522,2.45928891313,-0.0041015094218,0.0,10.2317677015,0.501063743042,"bus,walk,"
34,20080521095404,2008-05-21T09:54:04.000000000,2008-05-21T15:02:45.000000000,1.81041887556,0.925061051361,91.8579866182,3.18806247223,-0.0169210237235,0.0,43.6222474636,1.08840539773,"walk,bus,"
35,20080521225759,2008-05-21T22:57:59.000000000,2008-05-22T10:08:34.000000000,3.514501001,1.66604975336,121.650573206,4.26730753469,-0.0172888529931,-1.58372767678e-09,19.4490010183,1.1505558613,"bus,walk,"
