,trajectory_id,start_time,end_time,v_ave,v_med,v_max,v_std,a_ave,a_med,a_max,a_std,labels
0,20100510103524,2010-05-10T10:35:24.000000000,2010-05-11T01:14:59.000000000,1.31024059789,0.0222071288714,20.6616448148,3.48174465323,0.00395475033846,0.0,2.54971326818,0.174095675468,
1,20100512101255,2010-05-12T10:12:55.000000000,2010-05-12T10:58:40.000000000,6.11434929643,5.76682292565,19.1599712173,5.08379420061,0.00920480709476,0.0,1.97943115573,0.351853208419,
2,20100512235929,2010-05-12T23:59:29.000000000,2010-05-13T00:51:49.000000000,6.0573808997,5.72434109786,19.6811596645,4.91057232877,0.0151247336959,0.00444138549754,2.11874793477,0.38187556195,
3,20100513102400,2010-05-13T10:24:00.000000000,2010-05-13T11:21:50.000000000,4.80910300327,3.03308860441,18.6285291105,5.08949416449,0.0143189115741,0.0,2.29529314052,0.353854593087,
4,20100514003732,2010-05-14T00:37:32.000000000,2010-05-14T01:27:17.000000000,6.32047502194,4.99765135966,21.2141046539,5.91003114254,0.0158946318267,-2.11802516498e-11,2.21779535099,0.384573321299,
5,20100514132958,2010-05-14T13:29:58.000000000,2010-05-14T14:04:03.000000000,7.92723728476,7.71796203162,18.9791597454,5.86186544766,-0.00049532207124,-0.00102667327161,1.3416057679,0.373823427834,
6,20100517005036,2010-05-17T00:50:36.000000000,2010-05-17T01:30:01.000000000,6.85911457261,6.41057939741,20.0819029191,5.7519471456,0.0161813995045,0.0,2.58704013439,0.418978849291,
7,20100517102438,2010-05-17T10:24:38.000000000,2010-05-17T11:09:33.000000000,6.22339981586,5.62253300546,19.8096815944,5.37622573255,0.013052907003,5.61677072908e-11,2.41416044209,0.403275198918,
8,20100518003527,2010-05-18T00:35:27.000000000,2010-05-18T01:12:58.000000000,6.88154910919,6.47362384948,19.0030517733,5.4824693063,0.00924082695196,0.00218672874857,1.61487572008,0.380863366454,
9,20100518101954,2010-05-18T10:19:54.000000000,2010-05-18T11:16:39.000000000,5.19829712644,4.6099503019,19.5329343786,4.88030622974,0.00241918308576,0.0,1.24117509681,0.354980274575,
10,20100519003829,2010-05-19T00:38:29.000000000,2010-05-19T01:29:29.000000000,6.19132999115,5.76659462881,21.0503394069,5.17666583234,0.0106100364689,0.0,1.68403629386,0.418863480715,
11,20100519102352,2010-05-19T10:23:52.000000000,2010-05-19T11:18:12.000000000,5.46922880412,3.66671298132,20.8859672838,5.34003000374,0.0101120960033,0.00341345756311,2.00804059464,0.379029129904,
12,20100520003458,2010-05-20T00:34:58.000000000,2010-05-20T01:31:03.000000000,5.4292684847,4.74228323647,26.7055371327,5.20542209643,0.0140768483177,0.0,5.17851698008,0.465746575644,
13,20100524002838,2010-05-24T00:28:38.000000000,2010-05-24T01:26:23.000000000,5.50420560141,4.92573767684,21.4020897689,5.04941439241,0.0106698651217,0.00243588659984,1.77422690402,0.375161803918,
14,20100524102431,2010-05-24T10:24:31.000000000,2010-05-24T11:12:26.000000000,5.85228766662,5.30101960778,18.9653898833,5.06059667757,0.00659794452019,0.0,1.61070600448,0.360360202936,
15,20100525003038,2010-05-25T00:30:38.000000000,2010-05-25T01:18:33.000000000,5.60843548835,4.08968420183,20.8892577496,5.81543060148,0.0214356814696,0.0,3.91442132266,0.454661371198,
16,20100525101354,2010-05-25T10:13:54.000000000,2010-05-25T11:03:44.000000000,5.60998803975,5.15929545646,18.8984161713,4.80277677109,0.0108192399691,0.0,2.82821426925,0.382658351348,
17,20100526004257,2010-05-26T00:42:57.000000000,2010-05-26T01:30:18.000000000,6.06170431372,4.74553985171,20.5559960447,5.73980685892,0.01539735803,0.0,1.48525030671,0.378673522176,
18,20100526095854,2010-05-26T09:58:54.000000000,2010-05-26T10:56:39.000000000,5.33995978218,4.40193912336,16.6030057216,5.36167437546,0.00556320296257,0.0,1.76007220534,0.332089511423,
19,20100527004254,2010-05-27T00:42:54.000000000,2010-05-27T01:35:29.000000000,5.71574210843,3.56234568894,22.4936568068,6.19573307962,0.019045413644,0.0,2.24493998288,0.386035559557,
20,20100527102203,2010-05-27T10:22:03.000000000,2010-05-27T11:24:54.000000000,4.56253762703,3.05413505459,19.1081194372,4.82000731318,0.0140938736532,0.0,1.94091086465,0.373100898023,
21,20100528004056,2010-05-28T00:40:56.000000000,2010-05-28T01:29:11.000000000,6.88151297784,6.61252019465,20.0666889233,5.51267100322,0.0123749128455,0.0,2.13526076427,0.39983382808,
